Part_ID,Part_Name,Category,Model_Compatibility,Price_PKR,Stock_Quantity
P2125,Spark Plug,Electrical,100cc,350,480
P2126,Air Cleaner Filter,Rubber/Misc,70cc,160,260
P2127,Spark Plug,Electrical,100cc,350,163
P2128,Piston Kit,Engine,100cc,1350,85
P2129,Spark Plug,Electrical,125cc,385,345
P2130,Fuel Tank,Body/Frame,125cc,4800,339
P2131,Headlight Assembly,Electrical,70cc,550,52
P2132,Disc Pad,Braking,125cc,450,223
P2133,CDI Unit,Electrical,100cc,450,463
P2134,Handle Grip,Rubber/Misc,100cc,150,248
P2135,Piston Kit,Engine,100cc,1350,181
P2136,Gasket Kit,Engine,100cc,260,184
P2137,Fuel Tank,Body/Frame,70cc,2800,480
P2138,Drum Rubber,Rubber/Misc,100cc,160,5
P2139,Cylinder Block,Engine,100cc,3800,327
P2140,Clutch Plate Set,Engine,70cc,550,115
P2141,Air Cleaner Filter,Rubber/Misc,100cc,220,14
P2142,Rear Axle,Drivetrain,70cc,220,198
P2143,Air Cleaner Filter,Rubber/Misc,100cc,220,48
P2144,Ignition Switch,Electrical,125cc,850,201
P2145,Brake Shoe Set,Braking,125cc,550,73
P2146,Spark Plug,Electrical,125cc,385,8
P2147,Cylinder Block,Engine,70cc,2800,249
P2148,Brake Cable,Braking,100cc,180,454
P2149,Fuel Tank,Body/Frame,125cc,4800,178
P2150,Spark Plug,Electrical,100cc,350,165
P2151,Cylinder Block,Engine,100cc,3800,333
P2152,Brake Shoe Set,Braking,100cc,380,162
P2153,Sprocket Hub,Drivetrain,100cc,620,40
P2154,Drive Chain,Drivetrain,70cc,450,235
P2155,Drum Rubber,Rubber/Misc,70cc,120,239
P2156,Spark Plug,Electrical,125cc,385,419
P2157,Indicator Relay,Electrical,100cc,120,299
P2158,Footrest Rubber,Rubber/Misc,100cc,140,21
P2159,Drive Chain,Drivetrain,100cc,600,338
P2160,Sprocket Hub,Drivetrain,70cc,480,45
P2161,Brake Shoe Set,Braking,125cc,550,304
P2162,Cylinder Block,Engine,70cc,2800,488
P2163,Headlight Assembly,Electrical,70cc,550,81
P2164,Brake Cable,Braking,70cc,140,267
P2165,Mudguard Front,Body/Frame,100cc,750,205
P2166,Headlight Assembly,Electrical,70cc,550,396
P2167,Footrest Rubber,Rubber/Misc,125cc,160,170
P2168,Chain Sprocket Kit,Drivetrain,70cc,1650,237
P2169,Headlight Assembly,Electrical,70cc,550,354
P2170,Drum Rubber,Rubber/Misc,70cc,120,460
P2171,Spark Plug,Electrical,70cc,350,112
P2172,Handle Grip,Rubber/Misc,100cc,150,277
P2173,Drive Chain,Drivetrain,70cc,450,438
P2174,Mudguard Rear,Body/Frame,125cc,1100,105
P2175,Mudguard Front,Body/Frame,100cc,750,334
P2176,Drive Chain,Drivetrain,125cc,850,245
P2177,Clutch Plate Set,Engine,100cc,850,188
P2178,Handle Bar,Body/Frame,100cc,650,149
P2179,Disc Pad,Braking,100cc,320,18
P2180,Headlight Assembly,Electrical,70cc,550,133
P2181,Spark Plug,Electrical,70cc,350,393
P2182,Chain Sprocket Kit,Drivetrain,100cc,2150,331
P2183,Air Cleaner Filter,Rubber/Misc,100cc,220,389
P2184,Brake Lever,Braking,70cc,120,291
P2185,Gasket Kit,Engine,70cc,180,363
P2186,Drum Rubber,Rubber/Misc,100cc,160,52
P2187,Rear Axle,Drivetrain,70cc,220,425
P2188,Handle Bar,Body/Frame,70cc,500,293
P2189,CDI Unit,Electrical,70cc,320,101
P2190,Disc Pad,Braking,70cc,250,343
P2191,Disc Pad,Braking,100cc,320,256
P2192,Rear Axle,Drivetrain,125cc,380,245
P2193,Clutch Plate Set,Engine,70cc,550,304
P2194,Piston Kit,Engine,125cc,1850,256
P2195,Drive Chain,Drivetrain,125cc,850,333
P2196,Brake Shoe Set,Braking,100cc,380,37
P2197,Piston Kit,Engine,100cc,1350,287
P2198,Clutch Plate Set,Engine,125cc,2200,104
P2199,Drive Chain,Drivetrain,100cc,600,459
P2200,Brake Shoe Set,Braking,100cc,380,278
